Timestamp,GPS16_L1PR,GPS16_L2PR,GPS16_EAST,GPS16_NORTH,GPS16_UP,GPS22_L1PR,GPS22_L2PR,GPS22_EAST,GPS22_NORTH,GPS22_UP,GPS9_L1PR,GPS9_L2PR,GPS9_EAST,GPS9_NORTH,GPS9_UP,GPS4_L1PR,GPS4_L2PR,GPS4_EAST,GPS4_NORTH,GPS4_UP,GPS31_L1PR,GPS31_L2PR,GPS31_EAST,GPS31_NORTH,GPS31_UP,GPS26_L1PR,GPS26_L2PR,GPS26_EAST,GPS26_NORTH,GPS26_UP,GPS3_L1PR,GPS3_L2PR,GPS3_EAST,GPS3_NORTH,GPS3_UP,TRUTH_EAST,TRUTH_NORTH,TRUTH_UP
351519,19805859.67,19805859.67,503056.4049,-3219078.386,19660530.24,23666527.56,23666529.69,-11277373.89,-19359881.27,7995943.22,23103322.64,23103324.73,-15470416.6,14373911.12,9669830.282,20636186.45,20636187.67,-7378843.252,6330507.604,18341588.98,23325941.31,23325943.03,20766169.33,5052446.229,9647714.097,20903509.18,20903510.09,9495157.398,7587732.825,17157373.2,22495445.56,22495448.21,-14125299.87,-12774646.59,12200863.53,30.71918233,113.495725,286.7799989
351520,19805749.18,19805749.28,504016.9268,-3216163.687,19660875.24,23667100.49,23667102.64,-11276660.04,-19361916.06,7993713.602,23102738.5,23102740.65,-15469120.7,14372833.39,9672038.543,20635885.04,20635886.33,-7377357.266,6328331.956,18342582.45,23326421.12,23326422.87,20767944.26,5050763.166,9645997.014,20903896.67,20903897.62,9496656.809,7589719.618,17156151.97,22495964.02,22495966.68,-14125211.43,-12777317.88,12199108.95,59.69333596,101.8455011,290.1014425
351521,19805637.85,19805637.98,504977.6709,-3213249.08,19661219.88,23667669.42,23667671.59,-11275945.94,-19363950.59,7991483.857,23102155.26,23102157.35,-15467824.91,14371755.22,9674246.62,20635583.77,20635585.13,-7375871.475,6326155.985,18343575.61,23326903.19,23326904.92,20769718.91,5049079.803,9644279.835,20904286.12,20904287,9498156.387,7591706.064,17154930.47,22496479.06,22496481.76,-14125122.82,-12779988.98,12197354.07,86.8180046,86.46917533,293.8396304
351522,19805526.41,19805526.53,505938.6372,-3210334.565,19661564.13,23668234.9,23668236.99,-11275231.61,-19365984.85,7989253.985,23101572.78,23101574.9,-15466529.22,14370676.61,9676454.514,20635283.04,20635284.53,-7374385.88,6323979.691,18344568.48,23327387.77,23327389.52,20771493.27,5047396.14,9642562.558,20904677.81,20904678.71,9499656.134,7593692.164,17153708.68,22496991.24,22496993.94,-14125034.04,-12782659.9,12195598.9,111.9410202,67.91313751,297.3875567
351523,19805414.58,19805414.65,506899.8256,-3207420.143,19661908.02,23668796.44,23668798.55,-11274517.03,-19368018.84,7987023.988,23100990.53,23100992.71,-15465233.62,14369597.56,9678662.224,20634982.38,20634983.82,-7372900.48,6321803.075,18345561.06,23327875.42,23327877.15,20773267.35,5045712.176,9640845.183,20905071.94,20905072.9,9501156.049,7595677.918,17152486.61,22497499.94,22497502.73,-14124945.08,-12785330.63,12193843.45,134.3339625,46.05929149,301.01351
351524,19805302.34,19805302.42,507861.2363,-3204505.813,19662251.52,23669354.05,23669356.14,-11273802.21,-19370052.58,7984793.864,23100407.96,23100410.15,-15463938.13,14368518.07,9680869.75,20634681.4,20634682.84,-7371415.275,6319626.136,18346553.34,23328366.61,23328368.25,20775041.14,5044027.912,9639127.712,20905468.55,20905469.5,9502656.132,7597663.324,17151264.26,22498004.91,22498007.72,-14124855.94,-12788001.17,12192087.7,153.4814632,21.25544066,304.8443285
351525,19805189.53,19805189.63,508822.8692,-3201591.576,19662594.66,23669907.9,23669909.98,-11273087.16,-19372086.05,7982563.614,23099824.14,23099826.43,-15462642.73,14367438.15,9683077.093,20634379.5,20634380.91,-7369930.266,6317448.875,18347545.32,23328861.37,23328863.03,20776814.65,5042343.348,9637410.143,20905867.43,20905868.38,9504156.382,7599648.384,17150041.63,22498506.14,22498508.9,-14124766.63,-12790671.52,12190331.66,168.9159263,-5.803163936,309.0790869
351526,19805076.86,19805076.94,509784.7243,-3198677.431,19662937.41,23670458.78,23670460.92,-11272371.85,-19374119.25,7980333.238,23099239.13,23099241.45,-15461347.44,14366357.79,9685284.251,20634077.08,20634078.46,-7368445.453,6315271.292,18348537,23329359.69,23329361.31,20778587.86,5040658.484,9635692.477,20906268.68,20906269.6,9505656.8,7601633.098,17148818.72,22499004.37,22499007.09,-14124677.14,-12793341.69,12188575.34,180.8248767,-34.46998723,313.1405223
351527,19804963.66,19804963.78,510746.8017,-3195763.379,19663279.8,23671006.9,23671008.93,-11271656.31,-19376152.19,7978102.736,23098652.13,23098654.5,-15460052.25,14365276.99,9687491.226,20633773.3,20633774.66,-7366960.834,6313093.386,18349528.39,23329861.18,23329862.84,20780360.79,5038973.319,9633974.714,20906671.6,20906672.54,9507157.387,7603617.465,17147595.53,22499499.46,22499502.18,-14124587.48,-12796011.67,12186818.72,189.118945,-64.18974535,317.7023611
351528,19804851.73,19804851.88,511709.1014,-3192849.42,19663621.81,23671552.93,23671554.95,-11270940.53,-19378184.86,7975872.108,23098063.86,23098066.26,-15458757.15,14364195.75,9689698.017,20633469.68,20633471.05,-7365476.412,6310915.157,18350519.48,23330366.45,23330368.15,20782133.44,5037287.855,9632256.854,20907077.5,20907078.47,9508658.141,7605601.485,17146372.06,22499992.51,22499995.19,-14124497.65,-12798681.47,12185061.81,193.8255389,-94.82727928,321.1190443
351529,19804738.88,19804738.99,512671.6233,-3189935.554,19663963.44,23672096.57,23672098.57,-11270224.5,-19380217.28,7973641.354,23097472.47,23097474.79,-15457462.16,14363114.07,9691904.624,20633163.7,20633165.01,-7363992.184,6308736.607,18351510.27,23330875.05,23330876.73,20783905.8,5035602.091,9630538.897,20907484.46,20907485.4,9510159.062,7607585.158,17145148.31,22500482.37,22500485.03,-14124407.64,-12801351.07,12183304.61,194.2082262,-125.3532712,325.6418773
351530,19804626.44,19804626.53,513634.3676,-3187021.78,19664304.7,23672638.81,23672640.79,-11269508.24,-19382249.42,7971410.474,23096878.28,23096880.55,-15456167.27,14362031.96,9694111.048,20632856.32,20632857.67,-7362508.153,6306557.734,18352500.77,23331386.91,23331388.67,20785677.87,5033916.027,9628820.842,20907893.1,20907894.01,9511660.152,7609568.484,17143924.28,22500970.23,22500972.84,-14124317.45,-12804020.49,12181547.13,190.6627564,-155.2039265,330.0168676
351531,19804514.75,19804514.83,514597.3342,-3184108.1,19664645.58,23673180.38,23673182.31,-11268791.73,-19384281.3,7969179.469,23096282.19,23096284.45,-15454872.48,14360949.41,9696317.287,20632548.34,20632549.64,-7361024.316,6304378.539,18353490.97,23331901.32,23331903.13,20787449.65,5032229.663,9627102.69,20908303.32,20908304.26,9513161.409,7611551.464,17142699.96,22501456.98,22501459.56,-14124227.09,-12806689.73,12179789.35,184.479077,-184.6202384,333.7796694
351532,19804407.81,19804407.95,515560.5231,-3181194.512,19664986.09,23673722.03,23673723.99,-11268074.98,-19386312.92,7966948.338,23095686.01,23095688.32,-15453577.78,14359866.42,9698523.342,20632243.39,20632244.72,-7359540.676,6302199.022,18354480.87,23332420.39,23332422.19,20789221.15,5030542.999,9625384.441,20908718.76,20908719.72,9514662.834,7613534.096,17141475.37,22501944.35,22501946.93,-14124136.56,-12809358.77,12178031.28,175.7366073,-214.7892858,333.1723266
351533,19804301.85,19804302.04,516523.9343,-3178281.018,19665326.22,23674262.18,23674264.2,-11267357.98,-19388344.27,7964717.081,23095086.85,23095089.07,-15452283.19,14358782.99,9700729.213,20631937.4,20631938.67,-7358057.231,6300019.183,18355470.48,23332943.43,23332945.29,20790992.36,5028856.036,9623666.095,20909136.58,20909137.59,9516164.427,7615516.381,17140250.49,22502429.64,22502432.17,-14124045.84,-12812027.63,12176272.93,162.3810252,-244.1817286,331.8286295
351534,19804196.41,19804196.61,517487.5679,-3175367.617,19665665.98,23674801.62,23674803.65,-11266640.75,-19390375.36,7962485.699,23094483.38,23094485.6,-15450988.7,14357699.12,9702934.899,20631629.17,20631630.49,-7356573.981,6297839.022,18356459.79,23333470.48,23333472.34,20792763.29,5027168.773,9621947.651,20909556.03,20909557.11,9517666.187,7617498.32,17139025.34,22502913.02,22502915.53,-14123954.96,-12814696.3,12174514.28,144.0831179,-271.5675422,330.4945764
351535,19804090.24,19804090.34,518451.424,-3172454.309,19666005.36,23675341,23675343.04,-11265923.27,-19392406.19,7960254.192,23093874.52,23093876.75,-15449694.31,14356614.82,9705140.402,20631317.2,20631318.51,-7355090.927,6295658.54,18357448.8,23333999.99,23334001.87,20794533.92,5025481.211,9620229.111,20909975.14,20909976.32,9519168.115,7619479.911,17137799.9,22503394.69,22503397.15,-14123863.9,-12817364.79,12172755.34,121.5266749,-295.8388909,330.8008706
351536,19803983.04,19803983.11,519415.5024,-3169541.095,19666344.37,23675881.6,23675883.76,-11265205.56,-19394436.75,7958022.559,23093260.25,23093262.47,-15448400.02,14355530.08,9707345.72,20631001.27,20631002.6,-7353608.069,6293477.735,18358437.51,23334530.65,23334532.57,20796304.27,5023793.349,9618510.473,20910392.77,20910393.92,9520670.211,7621461.155,17136574.18,22503875.75,22503878.25,-14123772.66,-12820033.08,12170996.12,95.7980732,-315.9367418,332.926006
351537,19803875.9,19803875.97,520379.8033,-3166627.974,19666683.01,23676424.29,23676426.64,-11264487.6,-19396467.04,7955790.801,23092642.02,23092644.17,-15447105.83,14354444.9,9709550.854,20630682.93,20630684.22,-7352125.406,6291296.608,18359425.93,23335061.92,23335063.79,20798074.34,5022105.188,9616791.738,20910809.3,20910810.38,9522172.474,7623442.052,17135348.19,22504357.61,22504360.12,-14123681.25,-12822701.19,12169236.6,68.19607109,-332.0043134,335.7877992
351538,19803768.95,19803769.09,521344.3266,-3163714.947,19667021.27,23676969.6,23676972.02,-11263769.39,-19398497.07,7953558.917,23092020.41,23092022.57,-15445811.74,14353359.28,9711755.804,20630362.54,20630363.76,-7350642.939,6289115.16,18360414.05,23335592.95,23335594.87,20799844.11,5020416.727,9615072.906,20911224.39,20911225.44,9523674.905,7625422.601,17134121.91,22504840.79,22504843.28,-14123589.66,-12825369.11,12167476.8,39.60015523,-344.1426331,339.3223812
351539,19803661.8,19803661.91,522309.0724,-3160802.014,19667359.15,23677517.63,23677519.98,-11263050.95,-19400526.83,7951326.909,23091395.85,23091397.98,-15444517.76,14352273.23,9713960.569,20630040.06,20630041.31,-7349160.668,6286933.39,18361401.87,23336122.96,23336124.9,20801613.6,5018727.968,9613353.976,20911637.42,20911638.5,9525177.504,7627402.804,17132895.35,22505325.52,22505327.99,-14123497.89,-12828036.85,12165716.71,10.71339465,-352.3953048,343.8508814
351540,19803555.67,19803555.75,523274.0407,-3157889.174,19667696.66,23678068.7,23678071.02,-11262332.26,-19402556.33,7949094.775,23090769.35,23090771.54,-15443223.87,14351186.74,9716165.15,20629716.98,20629718.25,-7347678.593,6284751.298,18362389.4,23336652.46,23336654.38,20803382.81,5017038.909,9611634.95,20912049.58,20912050.68,9526680.27,7629382.659,17131668.51,22505812.51,22505814.95,-14123405.96,-12830704.39,12163956.32,-18.0829105,-357.1877847,347.9738873
351541,19803451.59,19803451.68,524239.2315,-3154976.428,19668033.8,23678622.42,23678624.71,-11261613.34,-19404585.57,7946862.517,23090141.68,23090143.91,-15441930.08,14350099.81,9718369.546,20629394.34,20629395.67,-7346196.713,6282568.885,18363376.63,23337182.04,23337184.01,20805151.72,5015349.55,9609915.826,20912462.12,20912463.2,9528183.203,7631362.166,17130441.39,22506301.81,22506304.23,-14123313.84,-12833371.75,12162195.65,-47.10985618,-359.2461002,350.6838603
351542,19803348.66,19803348.75,525204.6448,-3152063.775,19668370.56,23679178.83,23679181.18,-11260894.17,-19406614.54,7944630.134,23089512.36,23089514.55,-15440636.4,14349012.44,9720573.758,20629071.35,20629072.68,-7344715.029,6280386.15,18364363.56,23337711.26,23337713.24,20806920.35,5013659.893,9608196.605,20912874.08,20912875.13,9529686.304,7633341.326,17129213.99,22506793.27,22506795.61,-14123221.55,-12836038.92,12160434.69,-76.12305032,-358.1865436,352.8492173
351543,19803246.43,19803246.52,526170.2806,-3149151.217,19668706.94,23679738.1,23679740.51,-11260174.76,-19408643.25,7942397.625,23088881.27,23088883.41,-15439342.81,14347924.63,9722777.785,20628747.69,20628748.98,-7343233.54,6278203.094,18365350.2,23338239.51,23338241.5,20808688.69,5011969.937,9606477.287,20913284.86,20913285.95,9531189.573,7635320.139,17127986.31,22507286.8,22507289.18,-14123129.08,-12838705.91,12158673.44,-104.8240638,-353.8801996,354.8902444
351544,19803144.54,19803144.68,527136.1389,-3146238.753,19669042.95,23680300.29,23680302.64,-11259455.1,-19410671.69,7940164.992,23088248.56,23088250.64,-15438049.33,14346836.39,9724981.627,20628423.15,20628424.38,-7341752.248,6276019.716,18366336.53,23338766.23,23338768.24,20810456.75,5010279.681,9604757.872,20913693.94,20913694.97,9532693.009,7637298.604,17126758.36,22507782.6,22507785.02,-14123036.44,-12841372.7,12156911.9,-132.686252,-346.2863159,357.1679103
351545,19803043.11,19803043.31,528102.2199,-3143326.383,19669378.59,23680865.63,23680867.91,-11258735.21,-19412699.86,7937932.235,23087614.76,23087616.72,-15436755.94,14345747.71,9727185.285,20628098.05,20628099.29,-7340271.151,6273836.018,18367322.57,23339291.22,23339293.22,20812224.51,5008589.127,9603038.359,20914101.32,20914102.38,9534196.612,7639276.721,17125530.12,22508280.95,22508283.52,-14122943.63,-12844039.31,12155150.07,-159.376082,-335.6091858,359.580164
351546,19802942.14,19802942.4,529068.5234,-3140414.107,19669713.85,23681434.07,23681436.39,-11258015.07,-19414727.78,7935699.353,23086980.16,23086982.12,-15435462.66,14344658.59,9729388.757,20627772.6,20627773.86,-7338790.25,6271651.997,18368308.32,23339814.19,23339816.17,20813991.99,5006898.274,9601318.75,20914506.92,20914507.98,9535700.383,7641254.491,17124301.6,22508781.88,22508784.37,-14122850.63,-12846705.73,12153387.95,-184.5084843,-322.0152919,362.1374775
351547,19802841.38,19802841.7,530035.0495,-3137501.926,19670048.74,23682005.47,23682007.8,-11257294.69,-19416755.42,7933466.346,23086345.19,23086347.08,-15434169.48,14343569.04,9731592.045,20627446.93,20627448.2,-7337309.546,6269467.656,18369293.76,23340334.81,23340336.82,20815759.19,5005207.122,9599599.043,20914910.61,20914911.67,9537204.321,7643231.913,17123072.8,22509285.51,22509287.98,-14122757.46,-12849371.96,12151625.55,-207.7188467,-305.7627733,364.9593535
351548,19802740.87,19802741.21,531001.7982,-3134589.838,19670383.25,23682579.87,23682582.13,-11256574.07,-19418782.8,7931233.215,23085710.1,23085711.97,-15432876.4,14342479.05,9733795.149,20627121.21,20627122.49,-7335829.036,6267282.993,18370278.91,23340852.99,23340854.99,20817526.09,5003515.671,9597879.239,20915312.34,20915313.39,9538708.426,7645208.987,17121843.72,22509791.75,22509794.25,-14122664.12,-12852038.01,12149862.85,-228.7351572,-287.1584837,368.0246068
351549,19802640.78,19802641.16,531968.7696,-3131677.846,19670717.39,23683157.17,23683159.44,-11255853.2,-19420809.92,7928999.959,23085075.3,23085077.16,-15431583.42,14341388.62,9735998.067,20626795.74,20626797.04,-7334348.723,6265098.01,18371263.76,23341368.59,23341370.58,20819292.71,5001823.922,9596159.338,20915712.27,20915713.3,9540212.699,7647185.714,17120614.36,22510300.81,22510303.33,-14122570.6,-12854703.86,12148099.87,-247.4212167,-266.343356,371.0601987
351550,19802541.12,19802541.45,532935.9637,-3128765.947,19671051.15,23683737.21,23683739.51,-11255132.1,-19422836.77,7926766.579,23084440.91,23084442.77,-15430290.54,14340297.75,9738200.8,20626470.62,20626472.01,-7332868.606,6262912.705,18372248.31,23341881.6,23341883.59,20821059.04,5000131.874,9594439.339,20916110.48,20916111.51,9541717.139,7649162.093,17119384.72,22510812.57,22510815.08,-14122476.9,-12857369.53,12146336.59,-263.6592864,-243.6147397,374.0393402
351551,19802441.79,19802442.15,533903.3804,-3125854.144,19671384.54,23684319.94,23684322.19,-11254410.75,-19424863.36,7924533.075,23083807.29,23083809.13,-15428997.77,14339206.44,9740403.348,20626146.15,20626147.57,-7331388.685,6260727.079,18373232.57,23342392.01,23342393.98,20822825.08,4998439.528,9592719.244,20916507.06,20916508.07,9543221.747,7651138.123,17118154.8,22511327.1,22511329.7,-14122383.03,-12860035.01,12144573.03,-277.2574094,-219.1903491,376.8994854
351552,19802342.57,19802342.9,534871.0198,-3122942.434,19671717.55,23684905.14,23684907.41,-11253689.16,-19426889.68,7922299.446,23083174.61,23083176.41,-15427705.09,14338114.7,9742605.711,20625822.16,20625823.57,-7329908.959,6258541.133,18374216.52,23342899.6,23342901.55,20824590.84,4996746.883,9590999.051,20916901.74,20916902.76,9544726.522,7653113.806,17116924.6,22511844.13,22511846.75,-14122288.98,-12862700.31,12142809.18,-288.0436862,-193.3540607,379.9632882
351553,19802243.74,19802244.08,535838.8819,-3120030.82,19672050.19,23685492.75,23685494.93,-11252967.33,-19428915.74,7920065.694,23082543.21,23082545.11,-15426412.52,14337022.52,9744807.889,20625499.06,20625500.45,-7328429.43,6256354.865,18375200.18,23343404.43,23343406.35,20826356.31,4995053.94,9589278.761,20917294.84,20917295.92,9546231.464,7655089.141,17115694.12,22512363.77,22512366.44,-14122194.75,-12865365.41,12141045.04,-295.8963639,-166.331379,382.9130083
351554,19802145.11,19802145.35,536806.9667,-3117119.301,19672382.45,23686082.44,23686084.63,-11252245.25,-19430941.53,7917831.817,23081913.36,23081915.26,-15425120.05,14335929.91,9747009.882,20625176.81,20625178.23,-7326950.096,6254168.277,18376183.55,23343906.38,23343908.29,20828121.49,4993360.698,9587558.374,20917686.35,20917687.37,9547736.573,7657064.128,17114463.36,22512885.89,22512888.6,-14122100.35,-12868030.33,12139280.62,-300.7256826,-138.4689899,385.9062688
351555,19802046.33,19802046.58,537775.2743,-3114207.876,19672714.34,23686674.12,23686676.28,-11251522.93,-19432967.06,7915597.817,23081285.38,23081287.21,-15423827.67,14334836.85,9749211.689,20624855.54,20624857,-7325470.959,6251981.368,18377166.61,23344405.2,23344407.09,20829886.38,4991667.158,9585837.89,20918076.07,20918077.03,9549241.849,7659038.766,17113232.32,22513410.32,22513413.06,-14122005.77,-12870695.06,12137515.9,-302.2318879,-110.1136824,389.0817805
351556,19801947.96,19801948.21,538743.8047,-3111296.547,19673045.86,23687267.66,23687269.76,-11250800.37,-19434992.32,7913363.692,23080659.68,23080661.51,-15422535.4,14333743.36,9751413.312,20624535.74,20624537.2,-7323992.018,6249794.138,18378149.38,23344901.1,23344902.96,20831650.98,4989973.32,9584117.308,20918464.49,20918465.42,9550747.292,7661013.057,17112001,22513937.21,22513939.96,-14121911.02,-12873359.6,12135750.9,-300.3499761,-81.53948029,391.9504505
351557,19801849.29,19801849.62,539712.5578,-3108385.312,19673377,23687862.56,23687864.65,-11250077.57,-19437017.32,7911129.444,23080036.2,23080038.11,-15421243.24,14332649.43,9753614.748,20624217.06,20624218.59,-7322513.273,6247606.587,18379131.84,23345393.96,23345395.81,20833415.3,4988279.184,9582396.63,20918851.34,20918852.3,9552252.903,7662986.999,17110769.4,22514465.99,22514468.67,-14121816.09,-12876023.95,12133985.61,-295.1113344,-53.19334502,394.9877012
351558,19801750.6,19801751.01,540681.5337,-3105474.173,19673707.76,23688458.6,23688460.54,-11249354.52,-19439042.05,7908895.072,23079415.41,23079417.25,-15419951.17,14331555.06,9755816,20623899.88,20623901.4,-7321034.723,6245418.716,18380114.02,23345883.95,23345885.83,20835179.33,4986584.749,9580675.854,20919236.94,20919237.91,9553758.681,7664960.593,17109537.52,22514996.69,22514999.32,-14121720.98,-12878688.11,12132220.02,-286.5217496,-25.44332108,398.0462091
351559,19801651.95,19801652.4,541650.7325,-3102563.129,19674038.15,23689055.48,23689057.42,-11248631.24,-19441066.51,7906660.576,23078797.58,23078799.38,-15418659.2,14330460.26,9758017.066,20623584.39,20623585.88,-7319556.37,6243230.525,18381095.89,23346371.26,23346373.19,20836943.07,4984890.017,9578954.981,20919621.63,20919622.58,9555264.626,7666933.839,17108305.36,22515529.08,22515531.66,-14121625.7,-12881352.09,12130454.16,-274.5923013,1.346473869,400.9242797
351560,19801552.92,19801553.37,542620.1541,-3099652.18,19674368.17,23689652.81,23689654.8,-11247907.71,-19443090.71,7904425.957,23078182.63,23078184.49,-15417367.34,14329365.02,9760217.946,20623270.37,20623271.81,-7318078.213,6241042.013,18382077.46,23346855.99,23346857.92,20838706.53,4983194.986,9577234.011,20920005.24,20920006.2,9556770.738,7668906.737,17107072.93,22516062.67,22516065.2,-14121530.24,-12884015.87,12128688,-259.4529251,26.79674787,404.0080416
351561,19801453.99,19801454.53,543589.7985,-3096741.326,19674697.81,23690250.35,23690252.37,-11247183.93,-19445114.65,7902191.214,23077570.95,23077572.87,-15416075.58,14328269.34,9762418.641,20622958.34,20622959.73,-7316600.253,6238853.181,18383058.74,23347338.42,23347340.32,20840469.69,4981499.658,9575512.944,20920388.39,20920389.32,9558277.016,7670879.286,17105840.21,22516597.58,22516600.15,-14121434.6,-12886679.47,12126921.56,-241.1521325,50.61807071,406.7317534
351562,19801354.85,19801355.38,544559.6658,-3093830.569,19675027.08,23690847.72,23690849.69,-11246459.92,-19447138.32,7899956.348,23076962.63,23076964.58,-15414783.92,14327173.23,9764619.151,20622648.11,20622649.52,-7315122.488,6236664.028,18384039.72,23347818.66,23347820.56,20842232.57,4979804.032,9573791.78,20920771.06,20920771.95,9559783.462,7672851.486,17104607.21,22517133.28,22517135.92,-14121338.79,-12889342.88,12125154.82,-219.8579484,72.32046605,409.4980349
351563,19801255.32,19801255.86,545529.756,-3090919.906,19675355.97,23691444.31,23691446.2,-11245735.66,-19449161.73,7897721.358,23076357.86,23076359.72,-15413492.36,14326076.68,9766819.474,20622339.67,20622341.15,-7313644.92,6234474.555,18385020.4,23348296.92,23348298.81,20843995.16,4978108.108,9572070.519,20921153.39,20921154.28,9561290.075,7674823.338,17103373.94,22517669.3,22517671.94,-14121242.8,-12892006.11,12123387.8,-195.7446635,91.46057499,412.3433748
351564,19801155.23,19801155.8,546500.0691,-3088009.339,19675684.49,23692039.65,23692041.58,-11245011.16,-19451184.87,7895486.245,23075756.52,23075758.54,-15412200.9,14324979.69,9769019.612,20622033,20622034.42,-7312167.547,6232284.762,18386000.78,23348773.61,23348775.46,20845757.46,4976411.886,9570349.16,20921535.64,20921536.5,9562796.855,7676794.842,17102140.38,22518205.22,22518207.88,-14121146.63,-12894669.14,12121620.49,-169.0937414,107.5549014,415.3253179
351565,19801054.76,19801055.25,547470.6051,-3085098.868,19676012.63,23692633.33,23692635.33,-11244286.42,-19453207.74,7893251.008,23075158.73,23075160.73,-15410909.54,14323882.26,9771219.565,20621728.24,20621729.7,-7310690.371,6230094.648,18386980.87,23349249,23349250.89,20847519.47,4974715.367,9568627.705,20921918.23,20921919.13,9564303.802,7678765.997,17100906.55,22518740.72,22518743.43,-14121050.29,-12897331.98,12119852.9,-140.3074494,120.3752225,418.2229467
351566,19800953.81,19800954.28,548441.364,-3082188.493,19676340.4,23693224.83,23693226.85,-11243561.43,-19455230.35,7891015.649,23074564.45,23074566.47,-15409618.29,14322784.4,9773419.331,20621425.37,20621426.81,-7309213.392,6227904.215,18387960.66,23349723.71,23349725.6,20849281.2,4973018.55,9566906.152,20922301.47,20922302.39,9565810.916,7680736.803,17099672.43,22519275.21,22519277.99,-14120953.77,-12899994.64,12118085.01,-109.7477164,129.455336,421.0567732
351567,19800852.49,19800852.9,549412.3459,-3079278.213,19676667.8,23693813.84,23693815.87,-11242836.2,-19457252.7,7888780.166,23073973.51,23073975.46,-15408327.14,14321686.1,9775618.912,20621124.3,20621125.73,-7307736.608,6225713.461,18388940.15,23350198.14,23350200.02,20851042.64,4971321.436,9565184.502,20922685.7,20922686.59,9567318.196,7682707.26,17098438.04,22519808.47,22519811.29,-14120857.07,-12902657.11,12116316.84,-77.93908928,134.7057809,423.7637047
351568,19800750.71,19800751.05,550383.5508,-3076368.03,19676994.82,23694399.92,23694401.97,-11242110.73,-19459274.78,7886544.56,23073385.71,23073387.66,-15407036.09,14320587.36,9777818.306,20620824.84,20620826.3,-7306260.021,6223522.388,18389919.34,23350672.75,23350674.69,20852803.79,4969624.024,9563462.756,20923071.22,20923072.11,9568825.644,7684677.369,17097203.36,22520340.06,22520342.75,-14120760.2,-12905319.39,12114548.38,-45.34168089,135.8108893,426.3940607
351569,19800650.64,19800651,551354.9787,-3073457.942,19677321.46,23694983.81,23694985.78,-11241385.02,-19461296.59,7884308.831,23072801.8,23072803.74,-15405745.14,14319488.19,9780017.515,20620528.9,20620530.33,-7304783.63,6221330.994,18390898.23,23351148.65,23351150.61,20854564.65,4967926.315,9561740.912,20923459.85,20923460.74,9570333.258,7686647.129,17095968.41,22520870.96,22520873.61,-14120663.15,-12907981.48,12112779.63,-12.21627827,132.9954917,426.7238442
351570,19800553.15,19800553.48,552326.6295,-3070547.951,19677647.74,23695565.84,23695567.81,-11240659.06,-19463318.14,7882072.979,23072222.07,23072223.98,-15404454.29,14318388.58,9782216.538,20620237.18,20620238.69,-7303307.436,6219139.281,18391876.82,23351626.05,23351628,20856325.22,4966228.309,9560018.971,20923852.18,20923853.1,9571841.039,7688616.54,17094733.18,22521401.81,22521404.46,-14120565.92,-12910643.38,12111010.6,21.65206855,126.1538177,423.9797268
351571,19800455.61,19800455.88,553298.5033,-3067638.056,19677973.63,23696143.51,23696145.45,-11239932.86,-19465339.42,7879837.005,23071646,23071647.92,-15403163.55,14317288.53,9784415.374,20619947.75,20619949.3,-7301831.438,6216947.248,18392855.12,23352105.11,23352107.06,20858085.5,4964530.005,9558296.933,20924247.28,20924248.27,9573348.986,7690585.602,17093497.67,22521929.78,22521932.48,-14120468.51,-12913305.09,12109241.28,55.34314325,113.7170206,420.592519
351572,19800356.82,19800357.1,554270.6002,-3064728.257,19678299.16,23696715.53,23696717.44,-11239206.42,-19467360.44,7877600.907,23071072.34,23071074.24,-15401872.91,14316188.05,9786614.025,20619659.13,20619660.78,-7300355.636,6214754.895,18393833.12,23352586.5,23352588.43,20859845.5,4962831.404,9556574.798,20924644.83,20924645.88,9574857.101,7692554.315,17092261.88,22522453.29,22522455.98,-14120370.93,-12915966.62,12107471.67,87.49619982,95.43268886,417.7419168
351573,19800254.79,19800255.02,555242.9202,-3061818.554,19678624.3,23697280.69,23697282.62,-11238479.74,-19469381.19,7875364.687,23070498.68,23070500.62,-15400582.37,14315087.13,9788812.49,20619368.74,20619370.4,-7298880.03,6212562.222,18394810.82,23353070.86,23353072.78,20861605.21,4961132.506,9554852.566,20925043.79,20925044.85,9576365.382,7694522.679,17091025.81,22522970.29,22522972.97,-14120273.17,-12918627.95,12105701.77,116.2701114,71.81780679,417.4982911
351574,19800151.57,19800151.82,556215.4633,-3058908.948,19678949.08,23697840.59,23697842.54,-11237752.81,-19471401.68,7873128.345,23069924.45,23069926.41,-15399291.93,14313985.77,9791010.768,20619077.46,20619079.11,-7297404.621,6210369.23,18395788.22,23353559.25,23353561.23,20863364.63,4959433.311,9553130.237,20925445.43,20925446.46,9577873.83,7696490.694,17089789.46,22523482.28,22523484.99,-14120175.23,-12921289.1,12103931.59,141.0652436,44.36484824,418.1699303
351575,19800048.41,19800048.68,557188.2294,-3055999.438,19679273.48,23698396.15,23698398.14,-11237025.64,-19473421.9,7870891.879,23069349.45,23069351.41,-15398001.59,14312883.97,9793208.86,20618785.81,20618787.51,-7295929.409,6208175.918,18396765.32,23354052.27,23354054.21,20865123.76,4957733.818,9551407.81,20925850.32,20925851.32,9579382.444,7698458.36,17088552.84,22523990.1,22523992.77,-14120077.12,-12923950.06,12102161.12,161.5994693,13.9488032,418.6084879
